City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
555,Ailigandi,PA,78.1,overcast clouds,9.2333,-78.0167,Akwa Reef Lodge
556,Rafraf,TN,93.51,few clouds,37.1904,10.1837,Les Jardins de la Mer Ghar el Melh
557,Ponta Delgada,PT,75.92,broken clouds,37.7333,-25.6667,Vila Nova Hotel
559,Dwarka,IN,82.96,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
560,Mitsamiouli,KM,77.49,light rain,-11.3847,43.2844,Foyer ADM
561,Lucea,JM,85.86,clear sky,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
564,Siljan,NO,72.86,broken clouds,59.2884,9.71,Oddis fiskedam
565,Lundazi,ZM,80.71,clear sky,-12.2929,33.1782,"Stones Hotel, Lundazi"
566,Berbera,SO,93.13,clear sky,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
567,Sambava,MG,75.06,clear sky,-14.2667,50.1667,Melrose
569,Siemiatycze,PL,73.26,overcast clouds,52.4272,22.8623,Hotel Kresowiak Siemiatycze
570,Issoudun,FR,71.51,broken clouds,47.0,1.8333,
571,Buckeye,US,90.5,clear sky,33.3703,-112.5838,Buckeye Motor Hotel
577,Kangasala,FI,70.86,overcast clouds,61.4638,24.076,Hepesa Oy
579,Vwawa,TZ,79.95,clear sky,-9.1167,32.9333,Vwawa Secondary School's Hostels
581,Sola,VU,75.56,moderate rain,-13.8833,167.55,Leumerus Bungalows
582,Phalombe,MW,78.71,few clouds,-15.8064,35.6507,RIVONIA
584,Aksu,CN,87.03,scattered clouds,41.1231,80.2644,Pudong Holiday Hotel
585,Korla,CN,89.31,overcast clouds,41.7597,86.1469,Gulisitan Hotel
586,Ascension,US,84.2,clear sky,30.2169,-90.9001,Highland Inn
587,Mahon,ES,81.16,clear sky,39.8885,4.2658,ARTIEM Capri
588,Daru,PG,76.26,overcast clouds,-9.0763,143.2092,Daru Lodge
589,Auki,SB,75.9,overcast clouds,-8.7676,160.7034,Auki Motel
590,Tianmen,CN,80.06,light rain,30.6516,113.1603,Tianmen Luyu Hotel
591,Sao Miguel Do Araguaia,BR,83.39,clear sky,-13.275,-50.1628,Hotel Executivo Palace
592,Alta Floresta,BR,84.92,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
593,Russell,US,76.23,light intensity drizzle,32.3502,-85.1999,Macs
596,Taman,RU,80.92,broken clouds,45.2117,36.7161,Staryy Gorod G. Taman
597,Rincon,US,81.86,few clouds,32.296,-81.2354,Days Inn Rincon
598,Tomarovka,RU,88.56,overcast clouds,50.6834,36.2331,Konnyj dvor
600,Lotofaga,WS,74.98,light rain,-13.9764,-171.8578,Sataoa Beach Fales
601,Rodrigues Alves,BR,77.94,clear sky,-7.738,-72.6509,Pousada Aconchego
602,Kokopo,PG,76.42,overcast clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
603,Pakokku,MM,88.79,overcast clouds,21.3333,95.1,Royal Palace Motel
604,Birao,CF,82.18,light rain,10.2849,22.7882,
605,Roma,US,76.42,scattered clouds,43.2128,-75.4557,Wingate By Wyndham Rome
606,Kargasok,RU,74.77,scattered clouds,59.0556,80.8572,Hotel Kargasok
607,Baniachang,BD,80.85,overcast clouds,24.5167,91.3667,Khan Palace
608,Kudahuvadhoo,MV,83.5,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
609,Castelfranco Veneto,IT,89.64,scattered clouds,45.6761,11.926,Best Western Hotel Roma 4 stars
612,Muli,MV,83.3,moderate rain,2.9167,73.5667,Medhufushi Island Resort
613,Amahai,ID,77.32,light rain,-3.3333,128.9167,HOTEL ISABELA
614,Montague,US,77.25,overcast clouds,42.5356,-72.5351,Two Rivers Bed and Breakfast
615,Port Moresby,PG,75.11,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
616,Acheng,CN,75.13,clear sky,45.5454,126.977,Home Inn Hotel
617,Escuinapa,MX,75.11,broken clouds,22.85,-105.8,""" Hotel IQ "" de Escuinapa"
620,Kim,TJ,93.58,clear sky,40.208,70.4688,
622,Lauria,IT,90.0,clear sky,40.0465,15.8358,Hotel Isola Di Lauria
623,Selma,US,72.9,haze,36.5708,-119.6121,"Holiday Inn Selma-Swancourt, an IHG Hotel"
627,Maryville,US,73.85,scattered clouds,35.7565,-83.9705,"Holiday Inn Express & Suites Alcoa (Knoxville Airport), an IHG Hotel"
628,Novyy Urengoy,RU,77.38,few clouds,66.0833,76.6333,Apartments Moy Dom na Gubkina
629,Ambilobe,MG,80.47,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
631,Kipit,PH,77.68,overcast clouds,8.0461,122.5322,Sunflower Lodge
634,Yar-Sale,RU,72.59,broken clouds,66.8333,70.8333,Yalemd
635,Luocheng,CN,75.45,light rain,29.3848,104.0286,Luocheng Hotel
640,Hambantota,LK,80.24,overcast clouds,6.1241,81.1185,Bungalow 63
642,Shakawe,BW,87.42,clear sky,-18.3667,21.85,Ditlhapi Guest House
643,Kasama,ZM,80.31,clear sky,-10.2129,31.1808,Kalebalika Cottages
644,Dakoro,NE,92.21,scattered clouds,14.5106,6.765,Shagon mai liverpool
646,Winton,US,76.28,clear sky,37.3894,-120.6133,Applegate Inn
648,Safita,SY,85.51,clear sky,34.8205,36.1153,Safita Cham Hotel
649,Chipata,ZM,80.35,clear sky,-13.6333,32.65,Protea Hotel by Marriott Chipata
651,Knysna,ZA,70.18,overcast clouds,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
652,Chipinge,ZW,75.7,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
653,Grand-Santi,GF,82.02,scattered clouds,4.25,-54.3833,Hotel La Villa Couacou
